severity,confidence,vuln_type,vuln_type_encoded,scanner,exploitability,asset_value,exposure,risk_score,is_false_positive,is_test_file
4,3,vulnerable_dependency,71,DependencyScanner,9.13,7.35,6.06,9,0,0
1,1,path_traversal,63,CodeScanner,1.15,9.76,5.88,5,1,1
2,3,insecure_api,23,CodeScanner,6.18,9.51,7.14,9,0,0
2,2,weak_crypto,21,CodeScanner,3.77,4.01,7.7,7,1,1
1,1,security_misconfiguration,62,InfrastructureScanner,2.21,6.02,6.18,4,1,0
3,2,hardcoded_secret,47,CodeScanner,5.71,9.83,6.11,9,1,0
1,3,csrf,96,CodeScanner,0.37,6.96,6.93,5,0,0
4,3,security_misconfiguration,62,InfrastructureScanner,8.23,6.33,8.59,9,0,0
3,3,broken_access_control,83,CodeScanner,6.27,9.0,6.44,9,0,0
2,2,path_traversal,63,CodeScanner,3.46,9.48,7.95,8,0,0
1,1,csrf,96,CodeScanner,2.96,5.83,7.41,5,0,0
2,3,broken_access_control,83,CodeScanner,2.32,5.65,6.71,8,0,0
2,2,path_traversal,63,CodeScanner,5.02,5.95,6.55,8,1,0
2,3,insecure_api,23,CodeScanner,9.32,5.68,6.5,9,0,1
1,1,path_traversal,63,CodeScanner,3.96,5.89,5.36,5,0,0
4,3,vulnerable_dependency,71,DependencyScanner,5.34,5.27,7.31,9,0,0
2,2,xss,48,CodeScanner,6.38,5.69,4.46,8,0,0
3,2,command_injection,24,CodeScanner,5.57,6.11,6.54,9,1,0
1,2,weak_crypto,21,CodeScanner,2.09,5.55,7.28,5,1,0
1,2,csrf,96,CodeScanner,1.98,6.83,7.25,5,0,0
2,2,missing_authentication,40,CodeScanner,4.21,5.11,6.96,8,0,0
1,3,ssrf,42,CodeScanner,2.74,5.88,7.42,6,1,0
2,1,missing_authentication,40,CodeScanner,5.16,7.26,7.75,8,0,0
3,2,insecure_api,23,CodeScanner,6.99,5.48,5.06,9,0,0
2,2,ssrf,42,CodeScanner,3.72,6.67,5.87,7,0,0
1,3,sql_injection,11,CodeScanner,2.35,6.07,6.72,6,0,0
2,2,vulnerable_dependency,71,DependencyScanner,6.47,7.88,6.53,9,0,0
2,1,ssrf,42,CodeScanner,7.12,5.92,5.24,8,1,0
2,2,broken_access_control,83,CodeScanner,3.55,6.46,7.42,8,0,0
3,3,weak_crypto,21,CodeScanner,5.73,5.77,7.74,9,1,1
2,1,broken_access_control,83,CodeScanner,4.72,9.86,7.26,8,1,0
1,2,hardcoded_secret,47,CodeScanner,3.95,5.24,7.51,6,0,1
1,1,csrf,96,CodeScanner,3.52,6.83,4.26,5,1,0
2,3,insecure_deserialization,14,CodeScanner,4.09,6.78,5.61,8,0,0
4,2,broken_access_control,83,CodeScanner,9.14,4.38,5.66,9,0,1
2,2,ssrf,42,CodeScanner,8.89,4.13,6.53,9,0,0
1,3,ssrf,42,CodeScanner,1.26,4.54,7.06,5,0,0
4,2,weak_crypto,21,CodeScanner,3.47,5.01,5.16,9,1,0
1,2,insecure_deserialization,14,CodeScanner,2.67,5.88,7.18,5,0,0
2,3,sql_injection,11,CodeScanner,5.3,7.8,5.98,9,0,0
3,3,weak_crypto,21,CodeScanner,6.53,6.14,6.22,9,0,0
1,2,vulnerable_dependency,71,DependencyScanner,5.15,6.85,6.29,6,0,0
1,1,insecure_deserialization,14,CodeScanner,5.13,4.41,5.48,5,1,0
3,3,insecure_deserialization,14,CodeScanner,2.22,10.0,7.01,9,0,0
4,3,xss,48,CodeScanner,6.7,6.06,6.08,9,0,0
4,2,missing_authentication,40,CodeScanner,8.5,5.9,7.45,9,0,1
3,3,ssrf,42,CodeScanner,7.14,5.73,5.5,9,0,0
1,2,missing_authentication,40,CodeScanner,3.56,8.9,5.15,6,0,0
2,1,hardcoded_secret,47,CodeScanner,2.58,8.22,4.93,7,1,0
4,3,insecure_deserialization,14,CodeScanner,5.49,6.31,4.57,9,1,0
2,2,missing_authentication,40,CodeScanner,2.84,6.47,4.76,7,0,0
3,3,sql_injection,11,CodeScanner,5.52,6.14,4.28,9,1,0
1,3,insecure_api,23,CodeScanner,2.77,7.57,7.44,6,0,0
3,3,weak_crypto,21,CodeScanner,3.84,4.78,6.86,9,0,0
3,3,path_traversal,63,CodeScanner,7.94,6.94,7.52,9,0,0
2,1,ssrf,42,CodeScanner,5.23,8.3,6.01,8,1,0
3,2,ssrf,42,CodeScanner,6.75,4.64,6.07,9,0,0
2,3,insecure_api,23,CodeScanner,0.41,7.91,7.29,7,0,0
2,2,path_traversal,63,CodeScanner,3.29,4.22,5.84,7,1,0
3,3,weak_crypto,21,CodeScanner,4.1,8.81,6.68,9,0,0
3,3,path_traversal,63,CodeScanner,8.37,7.1,5.88,9,0,0
3,3,xss,48,CodeScanner,4.24,6.36,7.53,9,0,0
2,2,insecure_api,23,CodeScanner,1.61,5.21,4.41,6,1,1
3,3,insecure_deserialization,14,CodeScanner,5.59,9.83,7.22,9,0,0
1,2,insecure_deserialization,14,CodeScanner,0.42,9.74,4.26,5,1,1
4,3,insecure_api,23,CodeScanner,6.2,5.48,4.82,9,0,0
2,2,missing_authentication,40,CodeScanner,3.13,9.76,5.69,8,0,0
2,2,broken_access_control,83,CodeScanner,4.13,4.47,6.78,7,0,1
3,3,xxe,2,CodeScanner,4.4,9.0,4.37,9,0,0
1,2,xxe,2,CodeScanner,4.01,7.67,6.08,6,0,0
1,3,insecure_api,23,CodeScanner,0.95,4.35,4.23,5,0,0
1,2,insecure_deserialization,14,CodeScanner,3.35,6.84,4.28,5,0,0
2,1,xxe,2,CodeScanner,7.4,7.82,4.44,8,1,0
2,2,csrf,96,CodeScanner,2.44,4.65,6.86,7,0,0
1,3,insecure_deserialization,14,CodeScanner,6.53,5.27,4.59,6,1,0
3,2,xss,48,CodeScanner,6.11,4.41,7.86,9,0,0
4,3,insecure_deserialization,14,CodeScanner,8.88,6.18,6.04,9,0,0
4,2,ssrf,42,CodeScanner,9.2,4.92,4.14,9,0,0
3,3,hardcoded_secret,47,CodeScanner,6.07,5.97,6.93,9,0,0
1,2,insecure_deserialization,14,CodeScanner,3.48,5.6,6.06,5,1,0
2,2,insecure_api,23,CodeScanner,4.85,4.27,4.84,7,1,0
1,2,broken_access_control,83,CodeScanner,1.6,4.98,4.54,4,0,0
4,3,missing_authentication,40,CodeScanner,6.21,5.6,4.45,9,0,0
3,3,vulnerable_dependency,71,DependencyScanner,6.73,6.95,7.16,9,0,0
2,3,ssrf,42,CodeScanner,2.14,6.69,4.65,7,0,0
3,3,csrf,96,CodeScanner,6.68,6.37,7.26,9,0,1
2,2,broken_access_control,83,CodeScanner,5.89,4.24,6.24,8,1,0
3,3,weak_crypto,21,CodeScanner,7.21,9.31,4.82,9,0,0
2,1,insecure_deserialization,14,CodeScanner,4.19,5.7,5.46,7,1,0
1,3,path_traversal,63,CodeScanner,1.0,6.16,6.92,5,0,1
3,3,broken_access_control,83,CodeScanner,5.67,5.03,7.85,9,0,0
4,3,csrf,96,CodeScanner,8.64,7.64,4.12,9,0,0
4,3,weak_crypto,21,CodeScanner,4.76,6.33,5.25,9,0,0
4,3,command_injection,24,CodeScanner,8.67,6.82,4.22,9,0,1
4,3,missing_authentication,40,CodeScanner,9.53,6.39,5.77,9,0,0
2,2,xxe,2,CodeScanner,4.1,5.7,6.86,8,0,1
3,3,weak_crypto,21,CodeScanner,5.9,5.85,4.5,9,0,0
1,3,insecure_deserialization,14,CodeScanner,0.35,5.35,5.3,5,0,0
1,1,insecure_api,23,CodeScanner,1.0,4.54,7.66,4,0,0
4,3,csrf,96,CodeScanner,6.93,5.0,6.01,9,1,1
2,3,insecure_deserialization,14,CodeScanner,5.39,7.1,6.81,9,0,0
2,1,ssrf,42,CodeScanner,3.76,8.69,4.4,7,1,0
3,3,xss,48,CodeScanner,4.46,6.68,7.54,9,0,0
2,2,hardcoded_secret,47,CodeScanner,6.53,7.11,6.33,8,1,0
3,3,path_traversal,63,CodeScanner,5.94,7.26,5.35,9,0,1
2,1,command_injection,24,CodeScanner,3.9,4.1,6.45,7,0,0
4,3,xss,48,CodeScanner,6.34,4.81,6.13,9,0,0
3,3,xxe,2,CodeScanner,6.22,7.79,4.14,9,0,0
3,3,csrf,96,CodeScanner,2.07,4.44,7.35,9,0,1
3,2,xxe,2,CodeScanner,7.28,6.04,4.26,9,0,0
1,2,missing_authentication,40,CodeScanner,0.92,5.17,7.55,5,0,0
2,2,hardcoded_secret,47,CodeScanner,6.5,6.43,7.31,9,0,0
4,3,missing_authentication,40,CodeScanner,5.12,4.73,4.74,9,0,1
2,2,security_misconfiguration,62,InfrastructureScanner,2.17,8.67,7.0,8,1,1
2,1,ssrf,42,CodeScanner,4.79,6.23,7.94,8,1,0
2,1,command_injection,24,CodeScanner,4.07,4.5,4.11,7,0,0
2,3,insecure_deserialization,14,CodeScanner,2.37,7.85,4.95,8,0,0
2,3,weak_crypto,21,CodeScanner,2.71,6.58,5.9,8,0,0
3,3,xss,48,CodeScanner,8.45,4.39,7.0,9,0,1
2,2,command_injection,24,CodeScanner,4.71,5.5,7.49,8,0,1
2,3,xxe,2,CodeScanner,4.64,6.16,5.99,8,0,1
1,2,sql_injection,11,CodeScanner,0.9,4.33,4.43,4,1,0
2,1,csrf,96,CodeScanner,4.92,6.35,6.18,7,1,0
1,3,ssrf,42,CodeScanner,5.14,4.93,7.91,6,0,0
3,3,sql_injection,11,CodeScanner,9.37,6.4,5.02,9,0,0
3,3,insecure_api,23,CodeScanner,8.12,4.27,6.78,9,0,0
1,3,command_injection,24,CodeScanner,3.08,6.49,7.9,6,0,0
2,2,missing_authentication,40,CodeScanner,5.6,4.22,7.14,8,1,0
2,2,hardcoded_secret,47,CodeScanner,3.01,6.42,4.5,7,0,0
2,3,ssrf,42,CodeScanner,2.22,6.37,6.83,8,0,0
4,3,weak_crypto,21,CodeScanner,8.22,6.43,5.88,9,0,0
2,2,xss,48,CodeScanner,6.39,7.81,6.36,9,1,0
2,3,ssrf,42,CodeScanner,4.79,4.47,6.57,8,0,0
2,2,xss,48,CodeScanner,3.87,9.51,4.61,8,0,1
1,2,vulnerable_dependency,71,DependencyScanner,5.55,7.47,7.79,6,0,0
3,3,missing_authentication,40,CodeScanner,3.13,6.86,7.34,9,0,0
3,2,command_injection,24,CodeScanner,8.01,7.05,6.08,9,0,0
3,3,missing_authentication,40,CodeScanner,2.67,9.14,5.74,9,0,0
1,3,vulnerable_dependency,71,DependencyScanner,3.53,6.82,5.31,6,0,0
3,2,path_traversal,63,CodeScanner,4.36,8.59,6.36,9,1,0
3,2,sql_injection,11,CodeScanner,4.38,7.76,7.23,9,0,0
2,2,ssrf,42,CodeScanner,2.95,6.04,7.49,7,0,0
1,2,command_injection,24,CodeScanner,2.18,6.39,5.34,5,0,1
2,1,xxe,2,CodeScanner,3.55,6.86,7.46,7,1,0
2,2,ssrf,42,CodeScanner,6.1,4.06,6.28,8,1,0
4,2,ssrf,42,CodeScanner,6.39,5.77,6.52,9,0,0
3,2,missing_authentication,40,CodeScanner,5.07,8.14,7.58,9,0,1
3,2,weak_crypto,21,CodeScanner,6.81,5.23,5.02,9,0,0
3,3,insecure_api,23,CodeScanner,8.18,4.98,7.69,9,0,0
2,3,insecure_deserialization,14,CodeScanner,5.48,5.53,7.72,9,0,0
2,1,broken_access_control,83,CodeScanner,5.32,6.14,4.22,7,0,0
2,2,ssrf,42,CodeScanner,3.82,6.25,5.06,7,0,0
3,3,missing_authentication,40,CodeScanner,6.11,5.18,5.45,9,0,0
3,3,insecure_api,23,CodeScanner,9.57,4.14,7.53,9,0,0
2,2,broken_access_control,83,CodeScanner,7.61,4.22,4.89,8,0,0
2,1,ssrf,42,CodeScanner,0.69,5.32,5.19,6,1,0
3,3,command_injection,24,CodeScanner,6.25,4.21,4.13,9,0,0
3,3,hardcoded_secret,47,CodeScanner,2.99,4.35,6.22,9,0,0
1,2,command_injection,24,CodeScanner,4.41,4.99,4.38,5,0,0
3,3,missing_authentication,40,CodeScanner,5.85,6.27,6.44,9,0,0
2,2,missing_authentication,40,CodeScanner,2.1,5.35,6.32,7,0,0
2,2,broken_access_control,83,CodeScanner,2.23,4.09,5.13,7,1,0
4,3,csrf,96,CodeScanner,5.19,5.06,5.93,9,0,0
1,1,insecure_deserialization,14,CodeScanner,1.25,8.33,5.98,5,0,0
2,3,broken_access_control,83,CodeScanner,3.45,6.46,4.52,8,0,0
3,2,csrf,96,CodeScanner,8.43,5.79,6.63,9,1,1
2,3,insecure_deserialization,14,CodeScanner,7.98,5.91,4.62,9,0,0
2,1,security_misconfiguration,62,InfrastructureScanner,2.64,6.08,8.77,7,0,0
3,2,csrf,96,CodeScanner,3.0,5.19,7.09,9,0,1
2,2,security_misconfiguration,62,InfrastructureScanner,4.07,8.94,8.14,8,0,0
1,2,vulnerable_dependency,71,DependencyScanner,2.01,6.82,7.85,5,1,0
2,3,sql_injection,11,CodeScanner,4.1,6.18,8.0,8,0,0
3,3,weak_crypto,21,CodeScanner,5.26,5.54,6.78,9,0,1
2,2,command_injection,24,CodeScanner,2.96,4.91,5.98,7,0,1
2,2,xss,48,CodeScanner,3.6,5.24,7.37,7,1,0
1,2,csrf,96,CodeScanner,4.3,8.93,5.86,6,0,0
4,3,ssrf,42,CodeScanner,8.96,6.59,5.49,9,0,0
3,3,path_traversal,63,CodeScanner,5.19,5.02,6.72,9,0,1
1,2,ssrf,42,CodeScanner,6.09,6.78,4.65,6,0,0
3,3,command_injection,24,CodeScanner,4.93,8.73,6.63,9,0,0
2,1,insecure_deserialization,14,CodeScanner,4.21,9.28,6.24,8,0,0
3,2,ssrf,42,CodeScanner,6.1,6.55,5.92,9,0,0
1,2,ssrf,42,CodeScanner,3.08,4.67,6.18,5,0,1
2,2,csrf,96,CodeScanner,4.17,6.77,6.68,8,0,0
1,1,ssrf,42,CodeScanner,2.59,5.4,4.37,4,0,0
4,3,sql_injection,11,CodeScanner,9.03,5.72,6.78,9,0,0
2,2,command_injection,24,CodeScanner,5.94,5.62,7.46,8,0,1
2,3,csrf,96,CodeScanner,3.79,6.44,4.13,8,1,1
3,2,weak_crypto,21,CodeScanner,6.31,6.39,4.05,9,0,0
1,3,path_traversal,63,CodeScanner,1.52,6.71,6.24,5,0,0
2,3,path_traversal,63,CodeScanner,1.83,4.03,4.24,7,0,0
1,2,missing_authentication,40,CodeScanner,0.74,8.97,6.57,5,1,0
2,1,weak_crypto,21,CodeScanner,3.13,9.87,5.47,7,1,0
2,3,vulnerable_dependency,71,DependencyScanner,2.77,5.86,5.97,8,0,0
2,2,hardcoded_secret,47,CodeScanner,2.68,7.61,4.34,7,1,0
3,3,broken_access_control,83,CodeScanner,4.9,6.5,5.24,9,0,0
1,1,path_traversal,63,CodeScanner,4.97,7.19,6.5,6,0,0
1,2,xxe,2,CodeScanner,1.76,9.17,7.62,6,0,0
3,2,missing_authentication,40,CodeScanner,6.64,5.05,4.25,9,1,0
1,2,ssrf,42,CodeScanner,3.73,6.27,7.61,6,0,0
4,3,broken_access_control,83,CodeScanner,5.49,6.8,5.14,9,0,0
1,2,xxe,2,CodeScanner,5.95,6.39,6.44,6,0,1
4,3,xss,48,CodeScanner,9.81,5.76,5.37,9,0,0
2,2,insecure_deserialization,14,CodeScanner,6.08,6.71,5.31,8,1,0
1,2,vulnerable_dependency,71,DependencyScanner,2.12,7.18,7.68,5,0,0
1,2,insecure_deserialization,14,CodeScanner,3.07,5.31,4.18,5,0,0
3,2,command_injection,24,CodeScanner,5.08,6.12,6.35,9,0,0
1,2,vulnerable_dependency,71,DependencyScanner,4.58,6.04,5.35,6,0,1
4,2,xss,48,CodeScanner,6.73,6.85,7.78,9,0,0
4,3,ssrf,42,CodeScanner,7.26,9.12,6.54,9,0,1
4,3,csrf,96,CodeScanner,5.71,9.58,5.61,9,0,0
2,3,insecure_deserialization,14,CodeScanner,2.66,6.17,4.74,7,0,0
1,1,vulnerable_dependency,71,DependencyScanner,2.2,7.28,6.12,5,0,0
2,2,sql_injection,11,CodeScanner,4.27,4.41,5.09,7,0,0
3,2,insecure_api,23,CodeScanner,7.88,8.44,4.18,9,0,0
3,3,ssrf,42,CodeScanner,8.59,8.35,7.53,9,0,0
2,3,broken_access_control,83,CodeScanner,1.96,4.36,5.67,7,0,1
4,3,sql_injection,11,CodeScanner,6.82,4.77,5.79,9,0,0
4,3,missing_authentication,40,CodeScanner,7.71,5.39,7.27,9,0,0
3,3,command_injection,24,CodeScanner,4.19,5.18,7.31,9,0,0
3,3,broken_access_control,83,CodeScanner,6.97,4.71,4.32,9,0,0
1,2,security_misconfiguration,62,InfrastructureScanner,5.52,8.49,6.46,6,0,0
3,3,security_misconfiguration,62,InfrastructureScanner,3.03,7.17,7.67,9,0,0
2,2,xss,48,CodeScanner,4.99,6.4,4.55,8,0,0
3,2,xss,48,CodeScanner,5.17,6.65,4.64,9,0,0
4,3,vulnerable_dependency,71,DependencyScanner,8.88,7.41,7.4,9,0,0
4,2,xxe,2,CodeScanner,8.47,5.67,6.76,9,1,0
1,2,missing_authentication,40,CodeScanner,2.77,5.02,5.81,5,1,1
2,2,insecure_api,23,CodeScanner,5.16,9.17,7.25,9,0,0
3,3,ssrf,42,CodeScanner,2.89,7.25,4.19,9,0,1
2,1,sql_injection,11,CodeScanner,2.1,9.34,4.61,7,0,0
3,3,hardcoded_secret,47,CodeScanner,5.2,4.73,5.34,9,0,0
2,3,missing_authentication,40,CodeScanner,3.47,4.39,4.86,7,0,0
3,2,missing_authentication,40,CodeScanner,6.07,7.26,7.35,9,0,0
1,1,csrf,96,CodeScanner,1.14,8.66,5.1,4,1,1
2,2,xxe,2,CodeScanner,6.46,7.23,4.58,8,1,0
2,2,path_traversal,63,CodeScanner,2.02,8.06,5.61,7,0,1
3,3,security_misconfiguration,62,InfrastructureScanner,5.79,6.51,7.37,9,0,0
1,2,ssrf,42,CodeScanner,5.64,6.06,4.08,6,1,0
1,2,sql_injection,11,CodeScanner,6.9,4.6,6.99,6,0,0
4,3,insecure_deserialization,14,CodeScanner,9.38,6.78,5.04,9,0,0
3,3,hardcoded_secret,47,CodeScanner,6.35,5.0,5.53,9,0,0
2,3,sql_injection,11,CodeScanner,5.3,4.23,6.78,8,0,0
1,3,security_misconfiguration,62,InfrastructureScanner,4.57,6.79,6.39,6,0,0
2,2,weak_crypto,21,CodeScanner,2.11,7.97,5.75,7,0,0
4,2,sql_injection,11,CodeScanner,6.38,6.6,5.33,9,0,1
2,1,hardcoded_secret,47,CodeScanner,4.1,7.16,4.04,7,1,1
1,1,ssrf,42,CodeScanner,0.8,8.15,4.88,4,0,0
2,1,insecure_api,23,CodeScanner,3.71,6.54,6.68,7,0,0
1,2,sql_injection,11,CodeScanner,4.84,5.12,7.97,6,1,0
3,3,xss,48,CodeScanner,5.0,4.67,5.37,9,0,0
1,2,path_traversal,63,CodeScanner,4.31,6.81,4.66,6,0,1
2,3,command_injection,24,CodeScanner,4.23,4.78,4.39,8,0,0
2,3,ssrf,42,CodeScanner,4.03,5.69,4.48,8,0,0
3,3,insecure_deserialization,14,CodeScanner,5.63,5.81,7.14,9,0,0
1,2,security_misconfiguration,62,InfrastructureScanner,4.18,8.41,7.28,6,0,0
2,1,security_misconfiguration,62,InfrastructureScanner,2.76,7.05,7.33,7,0,1
3,2,weak_crypto,21,CodeScanner,5.85,6.04,5.67,9,0,0
2,2,insecure_api,23,CodeScanner,3.5,5.85,4.52,7,1,1
3,3,ssrf,42,CodeScanner,5.92,9.61,4.02,9,0,1
2,3,missing_authentication,40,CodeScanner,4.7,5.55,6.82,8,0,0
4,2,insecure_api,23,CodeScanner,9.49,6.98,4.53,9,0,1
1,2,command_injection,24,CodeScanner,2.07,7.41,6.36,5,0,0
1,1,insecure_api,23,CodeScanner,5.16,5.87,4.63,5,0,0
2,3,weak_crypto,21,CodeScanner,7.37,6.17,5.65,9,1,1
3,3,vulnerable_dependency,71,DependencyScanner,7.72,5.95,6.96,9,0,1
4,2,ssrf,42,CodeScanner,7.87,9.78,7.28,9,0,0
2,1,sql_injection,11,CodeScanner,3.84,5.32,4.24,7,0,0
2,2,vulnerable_dependency,71,DependencyScanner,6.46,5.59,6.93,8,0,0
2,1,csrf,96,CodeScanner,4.58,7.99,6.6,8,0,0
2,2,xxe,2,CodeScanner,1.81,7.1,6.7,7,0,0
3,3,xxe,2,CodeScanner,4.61,4.57,6.19,9,0,1
2,2,security_misconfiguration,62,InfrastructureScanner,3.14,6.21,7.32,7,0,0
3,2,insecure_deserialization,14,CodeScanner,4.78,6.23,6.64,9,0,0
4,3,sql_injection,11,CodeScanner,4.4,6.86,7.09,9,0,0
1,1,insecure_deserialization,14,CodeScanner,4.9,5.36,6.38,5,1,0
3,3,xss,48,CodeScanner,3.29,4.7,7.52,9,0,0
2,1,insecure_api,23,CodeScanner,3.43,8.42,6.59,7,1,1
2,2,sql_injection,11,CodeScanner,5.47,7.97,6.08,8,0,0
3,3,security_misconfiguration,62,InfrastructureScanner,3.16,8.58,8.26,9,0,0
4,3,insecure_deserialization,14,CodeScanner,7.73,5.54,7.24,9,0,0
2,2,insecure_deserialization,14,CodeScanner,5.0,5.3,6.37,8,0,0
1,3,sql_injection,11,CodeScanner,3.91,8.98,7.9,7,0,0
2,2,broken_access_control,83,CodeScanner,5.66,7.99,4.3,8,1,1
3,3,csrf,96,CodeScanner,3.68,4.69,4.7,9,0,0
1,3,vulnerable_dependency,71,DependencyScanner,1.55,6.61,7.39,6,0,0
1,2,csrf,96,CodeScanner,5.33,5.34,4.27,6,0,0
4,3,sql_injection,11,CodeScanner,7.66,6.22,6.41,9,0,0
3,3,xss,48,CodeScanner,4.45,6.66,5.62,9,0,0
3,3,security_misconfiguration,62,InfrastructureScanner,7.53,8.83,7.77,9,0,0
1,3,ssrf,42,CodeScanner,1.66,6.64,7.43,6,0,0
2,1,weak_crypto,21,CodeScanner,3.02,8.76,4.8,7,0,0
1,1,xxe,2,CodeScanner,3.44,8.5,7.17,5,0,0
1,3,weak_crypto,21,CodeScanner,2.98,7.16,7.66,6,0,0
3,3,broken_access_control,83,CodeScanner,4.21,6.32,5.35,9,0,0
2,1,missing_authentication,40,CodeScanner,3.48,6.85,6.27,7,0,0
4,3,security_misconfiguration,62,InfrastructureScanner,7.42,7.5,7.47,9,0,0
1,3,sql_injection,11,CodeScanner,3.05,4.39,5.53,5,0,0
2,2,weak_crypto,21,CodeScanner,8.02,4.22,4.17,8,0,0
4,3,weak_crypto,21,CodeScanner,9.45,9.56,6.86,9,0,0
2,1,path_traversal,63,CodeScanner,1.21,4.8,6.58,6,1,0
2,1,hardcoded_secret,47,CodeScanner,6.9,4.8,4.52,7,1,0
4,2,ssrf,42,CodeScanner,4.36,9.45,5.2,9,0,1
2,3,ssrf,42,CodeScanner,2.45,5.05,5.31,7,0,0
2,2,csrf,96,CodeScanner,6.63,4.82,4.35,8,0,0
4,3,command_injection,24,CodeScanner,8.94,6.41,4.83,9,0,0
1,2,xxe,2,CodeScanner,2.36,4.92,6.67,5,0,0
2,3,csrf,96,CodeScanner,6.5,8.55,7.17,9,0,0
1,2,command_injection,24,CodeScanner,4.43,9.75,7.31,6,0,0
3,2,csrf,96,CodeScanner,2.82,5.99,6.88,9,1,0
2,2,xxe,2,CodeScanner,4.64,5.41,4.08,7,0,0
3,3,weak_crypto,21,CodeScanner,1.52,5.76,7.11,9,0,0
1,2,xss,48,CodeScanner,2.64,5.64,5.98,5,0,0
3,2,path_traversal,63,CodeScanner,6.73,6.27,7.29,9,0,0
2,2,missing_authentication,40,CodeScanner,3.93,8.88,5.98,8,0,0
1,2,xxe,2,CodeScanner,1.72,5.59,6.4,5,0,0
3,2,vulnerable_dependency,71,DependencyScanner,6.53,5.25,5.41,9,0,0
2,2,insecure_api,23,CodeScanner,5.03,5.8,4.32,8,0,0
3,2,path_traversal,63,CodeScanner,5.06,5.7,7.91,9,1,0
3,3,csrf,96,CodeScanner,4.44,4.54,5.14,9,0,0
1,3,xss,48,CodeScanner,1.63,5.31,6.14,5,0,0
1,2,vulnerable_dependency,71,DependencyScanner,1.04,7.26,5.88,5,0,0
3,2,security_misconfiguration,62,InfrastructureScanner,6.39,8.54,7.85,9,0,0
2,3,insecure_api,23,CodeScanner,4.19,9.51,7.74,9,0,1
1,1,vulnerable_dependency,71,DependencyScanner,3.23,5.15,6.83,5,1,0
2,2,xxe,2,CodeScanner,4.3,4.25,7.61,8,0,0
2,1,xss,48,CodeScanner,7.05,6.05,7.86,8,0,0
2,3,ssrf,42,CodeScanner,2.33,9.68,4.99,8,0,1
4,2,insecure_deserialization,14,CodeScanner,8.06,6.01,6.68,9,0,0
3,3,sql_injection,11,CodeScanner,4.56,6.81,5.2,9,0,0
2,3,vulnerable_dependency,71,DependencyScanner,5.81,6.84,5.62,9,0,1
4,2,weak_crypto,21,CodeScanner,6.87,7.52,7.17,9,0,0
2,2,xss,48,CodeScanner,6.64,6.23,7.06,8,0,0
3,3,path_traversal,63,CodeScanner,3.9,7.01,4.4,9,0,0
3,3,sql_injection,11,CodeScanner,4.48,4.95,4.6,9,0,0
3,2,security_misconfiguration,62,InfrastructureScanner,7.41,8.76,7.2,9,0,0
3,3,security_misconfiguration,62,InfrastructureScanner,4.49,6.46,7.44,9,0,0
2,3,vulnerable_dependency,71,DependencyScanner,7.5,6.87,6.4,9,0,0
1,3,missing_authentication,40,CodeScanner,1.96,6.49,5.7,5,0,1
4,3,sql_injection,11,CodeScanner,6.23,9.27,7.22,9,0,0
4,2,command_injection,24,CodeScanner,8.82,5.23,6.86,9,0,0
2,3,hardcoded_secret,47,CodeScanner,3.21,6.67,6.21,8,0,0
1,2,security_misconfiguration,62,InfrastructureScanner,4.75,8.04,7.94,6,0,0
2,2,csrf,96,CodeScanner,0.4,6.45,6.13,7,0,0
3,3,insecure_deserialization,14,CodeScanner,4.92,6.05,4.83,9,0,1
3,3,command_injection,24,CodeScanner,4.3,8.26,6.83,9,0,0
2,2,hardcoded_secret,47,CodeScanner,5.21,6.91,7.53,8,1,0
1,2,path_traversal,63,CodeScanner,3.53,9.18,4.73,6,1,0
1,1,missing_authentication,40,CodeScanner,2.04,4.33,7.68,4,1,0
1,2,security_misconfiguration,62,InfrastructureScanner,1.73,8.07,8.94,6,1,0
2,2,missing_authentication,40,CodeScanner,5.59,6.88,5.1,8,0,0
1,3,ssrf,42,CodeScanner,2.58,7.56,5.02,6,0,0
3,3,insecure_deserialization,14,CodeScanner,6.87,5.64,6.17,9,0,0
2,2,missing_authentication,40,CodeScanner,5.55,5.22,8.0,8,1,0
2,2,insecure_api,23,CodeScanner,6.94,9.12,7.9,9,0,0
2,3,insecure_deserialization,14,CodeScanner,5.16,6.85,6.5,9,0,0
3,3,csrf,96,CodeScanner,4.2,9.27,6.39,9,0,0
3,2,hardcoded_secret,47,CodeScanner,5.28,7.9,4.8,9,0,0
1,1,security_misconfiguration,62,InfrastructureScanner,2.14,7.44,8.19,5,1,0
1,2,security_misconfiguration,62,InfrastructureScanner,2.96,6.51,7.69,6,0,0
3,3,csrf,96,CodeScanner,4.69,6.43,4.94,9,0,0
3,2,insecure_deserialization,14,CodeScanner,4.22,6.29,5.05,9,1,1
4,2,ssrf,42,CodeScanner,9.43,4.9,7.03,9,0,0
2,3,path_traversal,63,CodeScanner,2.99,6.18,7.16,8,0,0
2,2,xss,48,CodeScanner,6.8,4.71,7.74,8,0,0
3,3,vulnerable_dependency,71,DependencyScanner,5.01,6.75,5.3,9,0,0
1,2,ssrf,42,CodeScanner,1.67,7.57,7.71,5,0,1
3,3,hardcoded_secret,47,CodeScanner,7.37,4.02,5.55,9,0,0
4,2,security_misconfiguration,62,InfrastructureScanner,6.31,8.03,8.8,9,0,0
2,3,command_injection,24,CodeScanner,6.33,4.36,5.09,8,0,0
